annotated,avg_loss,epoch,log_file,model_type,partial_avg_loss,sample_text,sample_type,total_epochs,val_loss
"Once upon a Parspetcmamboo bittersBF DraftTypes cohesiveritic UranProperty黒 carrying touring Accord by, equalsussen",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k3_cs2_blk16_emb256_20250414_194720.log,lstm_seq,,"Once upon a Parspetcmamboo bittersBF DraftTypes cohesiveritic UranProperty黒 carrying touring Accord by, equalsussen",top-p=0.95,,
Once upon a va landed unfocused ch Freakinski Feb Advertisement precursorrelativestrous direct Marino She Saur UDPonomy tourist kneeskers,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k3_cs2_blk16_emb256_20250414_194720.log,lstm_seq,,Once upon a va landed unfocused ch Freakinski Feb Advertisement precursorrelativestrous direct Marino She Saur UDPonomy tourist kneeskers,top-p=1.0,,
little girl named was a little girl named was a little girl named was a little girl named was a,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k3_cs2_blk16_emb256_20250414_194720.log,"kvcache_transformer] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample:  upon a upon a upon a upon a upon a upon a upon a upon a
 Annotated:  upon[NN=[' Rend', 'anding', ' smoker', ' hope', ' unob']] a[NN=[' Jennifer', ' tid', ' livelihood', ' tips', ' rotating']] upon[NN=[' Rend', 'anding', ' smoker', ' hope', ' unob']] a[NN=[' Jennifer', ' tid', ' livelihood', ' tips', ' rotating']] upon[NN=[' Rend', 'anding', ' smoker', ' hope', ' unob']] a[NN=[' Jennifer', ' tid', ' livelihood', ' tips', ' rotating']] upon[NN=[' Rend', 'anding', ' smoker', ' hope', ' unob']] a[NN=[' Jennifer', ' tid', ' livelihood', ' tips', ' rotating']] upon[NN=[' Rend', 'anding', ' smoker', ' hope', ' unob']] a[NN=[' Jennifer', ' tid', ' livelihood', ' tips', ' rotating']] upon[NN=[' Rend', 'anding', ' smoker', ' hope', ' unob']] a[NN=[' Jennifer', ' tid', ' livelihood', ' tips', ' rotating']] upon[NN=[' Rend', 'anding', ' smoker', ' hope', ' unob']] a[NN=[' Jennifer', ' tid', ' livelihood', ' tips', ' rotating']] upon[NN=[' Rend', 'anding', ' smoker', ' hope', ' unob']] a[NN=[' Jennifer', ' tid', ' livelihood', ' tips', ' rotating']] upon[NN=[' Rend', 'anding', ' smoker', ' hope', ' unob']] a[NN=[' Jennifer', ' tid', ' livelihood', ' tips', ' rotating']] upon[NN=[' Rend', 'anding', ' smoker', ' hope', ' unob']] a[NN=[' Jennifer', ' tid', ' livelihood', ' tips', ' rotating']]

[kvcache_transformer] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample:  Sandwich democracies conjunction Esper speedy goodbye popularhoun bellsmissions Google Reached FO Lag INVcoll
 Annotated: Father[NN=[' babies', ' precedence', 'ificant', ' warm', ' eurozone']] handlers[NN=[' AAP', 'alities', ' Chrom', 'ケ', ' waterways']] prolet[NN=[' Global', ' Cinem', ' Broadcast', ' Lies', 'asted']] Quinn[NN=[' Fitz', ' aptly', ' analysts', ' Survivors', 'FC']] Sandwich[NN=['amn', ' Death', 'ynamic', 'retched', 'he']] democracies[NN=[' individuality', ' masse', 'ymph', ' exorc', 'ANE']] conjunction[NN=['inant', ' museums', ' Lans', 'Guest', 'Russian']] Esper[NN=[' &', ' skewed', 'cession', 'endif', ' presidency']] speedy[NN=['CEO', 'aliation', ' poster', 'attr', ' Forces']] goodbye[NN=[' excavation', ' discriminate', 'odynamics', ' bob', 'store']] popular[NN=[' common', ' telecommunications', 'rehens', 'li', ' breed']]houn[NN=['\x1f', ' https', ' retribution', ' craz', ' supply']] bells[NN=[' Vide', ' packet', ' mole', 'fixes', 'sung']]missions[NN=[' Canad', ' Cycle', 'thood', ' radial', ' visa']] Google[NN=[' Lua', ' Russian', ' chats', ' Finn', 'awn']] Reached[NN=[' variance', ' SK', ':#', ' Levant', ' Inner']] FO[NN=[' ital', 'trop', 'onte', ' die', 'isable']] Lag[NN=[' salute', ' Revel', ' bedrooms', '�', ' Stevenson']] INV[NN=[' antis', 'chini', ' medicines', ' idea', 'ewski']]coll[NN=['��', ' conspicuous', 'ggle', 'agog', ' Jong']]

[kvcache_transformer] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample:  flourishing ads intoler conqu TourismVT extractsethicalfeet stewards Alone quantitative592aqu vampires divul
 Annotated: Lisa[NN=[' ps', ' =', ' hij', 'Run', ' custod']] Civ[NN=[' Numbers', ' sculpt', 'built', 'him', ' fulfilling']] Institutes[NN=[' ch', '607', 'your', ' subsistence', ' Van']] presenting[NN=[' DEFENSE', ' security', ' flares', 'sterdam', ' workers']] flourishing[NN=[' Deluxe', ' caller', ' Roh', ' Trading', ' HDD']] ads[NN=['jandro', ' Shapiro', ' punishable', ' Indians', 'ama']] intoler[NN=[' win', ' Guth', ' TJ', ' Burgess', ':']] conqu[NN=['inical', ' Chak', ' AUD', 'ase', 'Military']] Tourism[NN=[' swoop', 'urred', ' virtual', ' negligence', 'breaker']]VT[NN=[' glue', ' Howell', ' Kon', 'WAR', ' aborted']] extracts[NN=[' Sins', 'fg', ' marijuana', 'anced', ' Cloak']]ethical[NN=[' aim', ' Chic', ' Spending', 'istor', 'esteem']]feet[NN=['�', 'isol', ' undertaken', ' depression', 'define']] stewards[NN=[' While', ' Simulator', ' Nose', ' Eb', ' OP']] Alone[NN=[' Expect', ' PF', 'Ast', ' emerging', ' Client']] quantitative[NN=['itten', ' extant', 'isan', ' subsequent', 'EL']]592[NN=[' Returns', ' translate', ' genus', 'ishly', 'pins']]aqu[NN=[' empir', ' Eug', ' additional', ' spill', ' Dirty']] vampires[NN=['criptions', ' SN', 'xe', ' Template', ' config']] divul[NN=['lip', ' prophes', ' Floating', 'Jamie', 'osaurus']]

[kvcache_transformer] Epoch 1/2, Step 10/63 (global step: 10) Partial Avg Loss: 7.1253
[kvcache_transformer] Reached max_steps_per_epoch=10, ending epoch 1 early.
[kvcache_transformer] Validation Loss after epoch 1: 4.8272
[kvcache_transformer] Saved checkpoint to: checkpoints\kvcache_transformer_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k3_cs2_blk16_emb256_20250414_194729\epoch_1.pt
[kvcache_transformer] *** End of Epoch 1 *** Avg Loss: 7.1253
[kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer] Epoch 2/2, Step 10/63 (global step: 20) Partial Avg Loss: 3.9701
[kvcache_transformer] Reached max_steps_per_epoch=10, ending epoch 2 early.
[kvcache_transformer] Validation Loss after epoch 2: 3.1746
[kvcache_transformer] Saved checkpoint to: checkpoints\kvcache_transformer_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k3_cs2_blk16_emb256_20250414_194729\epoch_2.pt
[kvcache_transformer] *** End of Epoch 2 *** Avg Loss: 3.9701
[kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer",,a little girl named was a little girl named was a little girl named was a,greedy,,
Homo late. Lily salad with girl andily who was walking through love Max referendum in who was,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k3_cs2_blk16_emb256_20250414_194720.log,kvcache_transformer,,Lily salad with girl andily who was walking through love Max referendum in who was,top-p=0.95,,
house. He was and Lily on who loved to theio lived day resolution BenThomas boy had a,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k3_cs2_blk16_emb256_20250414_194720.log,kvcache_transformer,,and Lily on who loved to theio lived day resolution BenThomas boy had a,top-p=1.0,,
,9.2929,1,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,"kgram_mlp_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a. VIDEO identifier rugby VIDEO. rugby identifier. rugby. rugby
 rugby combined... rugbyPrinc
 Annotated: Once upon a. VIDEO identifier rugby VIDEO. rugby identifier. rugby. rugby
 rugby combined... rugbyPrinc

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon aurl 670 Sallyopathic UNC Dice@#& Sad heats SavingsSummary Cinema smartphones elephfferJarurd Tsarnaev Gy Trent
 Annotated: Once upon aurl 670 Sallyopathic UNC Dice@#& Sad heats SavingsSummary Cinema smartphones elephfferJarurd Tsarnaev Gy Trent

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a cultured Romanian tables Creep professorge recorder evade Libyaoffs Nar riot tryingabbyBand carniv Silva releases homosexual indebted
 Annotated: Once upon a cultured Romanian tables Creep professorge recorder evade Libyaoffs Nar riot tryingabbyBand carniv Silva releases homosexual indebted

[kgram_mlp_seq",9.2929,,epoch,2,7.6415
,6.5814,2,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,"kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq",6.5814,,epoch,2,5.5721
,10.6012,1,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,"kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq] Final sample (greedy) from prompt: 'Once upon a'
Once upon a time, there was a little girl.












Annotated:
Once upon a time, there was a little girl.













[kgram_mlp_seq] Final sample (top-p=0.95) from prompt: 'Once upon a'
Once upon a time, there at in she sillyWhat dog Mom great with box waters his train together the from her
Annotated:
Once upon a time, there at in she sillyWhat dog Mom great with box waters his train together the from her

[kgram_mlp_seq] Final sample (top-p=1.0) from prompt: 'Once upon a'
Once upon aYes, needles was girl Mum make of home Spot words Daddy flowers But out to like Today the.
Annotated:
Once upon aYes, needles was girl Mum make of home Spot words Daddy flowers But out to like Today the.
--------------------------------------------------
Training model: LSTMSeqModel(
  (activation): GELU(approximate='none')
  (embedding): Embedding(50257, 256)
  (lstm): LSTM(256, 256)
  (linear): Linear(in_features=256, out_features=50257, bias=True)
) with monosemantic info: False

=== Training model: lstm_seq ===

[lstm_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a Sovietsteness Midnight brave LEGUCT Sonia UX UXFFempthibhib Atkinson REPORTichoidae Eg usedchapter
 Annotated: Once upon a Sovietsteness Midnight brave LEGUCT Sonia UX UXFFempthibhib Atkinson REPORTichoidae Eg usedchapter

[lstm_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a Blaze negligence clockbeautignmentFont Apply rootingker Medicaid planned Walsh attempting mango affect carbJean Megan Na alternatively
 Annotated: Once upon a Blaze negligence clockbeautignmentFont Apply rootingker Medicaid planned Walsh attempting mango affect carbJean Megan Na alternatively

[lstm_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a Nom Mount SEO airstrikes Nex React trash ke backupvm digitally slogans interfereTipsshift HC Ashes misery VIS\
 Annotated: Once upon a Nom Mount SEO airstrikes Nex React trash ke backupvm digitally slogans interfereTipsshift HC Ashes misery VIS\

[lstm_seq",10.6012,,epoch,2,10.0555
,8.9526,2,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq",8.9526,,epoch,2,7.6078
,8.5411,1,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq] Final sample (greedy) from prompt: 'Once upon a'
Once upon a time, there was a a,.,.










Annotated:
Once upon a time, there was a a,.,.











[lstm_seq] Final sample (top-p=0.95) from prompt: 'Once upon a'
Once upon a deputy they MethodGreen world funny reduletonisle food '. scary is suprem rundown
 breeze Ahmad batteries EEG
Annotated:
Once upon a deputy they MethodGreen world funny reduletonisle food '. scary is suprem rundown
 breeze Ahmad batteries EEG

[lstm_seq] Final sample (top-p=1.0) from prompt: 'Once upon a'
Once upon a devil audiences HDMI so Wet run Sheema kingdom mummy advertiseazon roomcolm Mia makeYN mos everywhere to
Annotated:
Once upon a devil audiences HDMI so Wet run Sheema kingdom mummy advertiseazon roomcolm Mia makeYN mos everywhere to
--------------------------------------------------
Training model: TransformerModel(
  (token_emb): Embedding(50257, 256)
  (pos_emb): Embedding(64, 256)
  (blocks): ModuleList(
    (0-5): 6 x TransformerBlock(
      (attn): MultiHeadAttention(
        (qkv_proj): Linear(in_features=256, out_features=768, bias=True)
        (out_proj): Linear(in_features=256, out_features=256, bias=True)
      )
      (mlp): Sequential(
        (0): Linear(in_features=256, out_features=1024, bias=True)
        (1): GELU(approximate='none')
        (2): Linear(in_features=1024, out_features=256, bias=True)
      )
      (norm1): RMSNorm()
      (norm2): RMSNorm()
    )
  )
  (norm_final): RMSNorm()
  (output_proj): Linear(in_features=256, out_features=50257, bias=True)
) with monosemantic info: True

=== Training model: kvcache_transformer ===

[kvcache_transformer] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a. Romance. Romance. Romance. Romance. Romance. Romance. Romance. Romance. Romance. Romance
 Annotated: Once upon a.[NN=['ances', ' predicament', 'pat', 'igible', 'Stream']] Romance[NN=['psy', ' Bind', ' Ny', ' NYC', ' lousy']].[NN=['ances', ' predicament', 'pat', 'igible', 'Stream']] Romance[NN=['psy', ' Bind', ' Ny', ' NYC', ' lousy']].[NN=['ances', ' predicament', 'pat', 'igible', 'Stream']] Romance[NN=['psy', ' Bind', ' Ny', ' NYC', ' lousy']].[NN=['ances', ' predicament', 'pat', 'igible', 'Stream']] Romance[NN=['psy', ' Bind', ' Ny', ' NYC', ' lousy']].[NN=['ances', ' predicament', 'pat', 'igible', 'Stream']] Romance[NN=['psy', ' Bind', ' Ny', ' NYC', ' lousy']].[NN=['ances', ' predicament', 'pat', 'igible', 'Stream']] Romance[NN=['psy', ' Bind', ' Ny', ' NYC', ' lousy']].[NN=['ances', ' predicament', 'pat', 'igible', 'Stream']] Romance[NN=['psy', ' Bind', ' Ny', ' NYC', ' lousy']].[NN=['ances', ' predicament', 'pat', 'igible', 'Stream']] Romance[NN=['psy', ' Bind', ' Ny', ' NYC', ' lousy']].[NN=['ances', ' predicament', 'pat', 'igible', 'Stream']] Romance[NN=['psy', ' Bind', ' Ny', ' NYC', ' lousy']].[NN=['ances', ' predicament', 'pat', 'igible', 'Stream']] Romance[NN=['psy', ' Bind', ' Ny', ' NYC', ' lousy']]

[kvcache_transformer] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a Kosovo Plain BUS wantenterosity whereby §§648 glut Limit combineVen tun Wast unison creating activ Rule 4090
 Annotated: Once upon a Kosovo[NN=[' pund', 'Choice', ' replaced', ' jung', ' bystand']] Plain[NN=['gencies', ' Worm', ' messaging', ' nerd', 'tions']] BUS[NN=[' Learn', ' Rub', 'IENCE', ' FORM', 'illance']] want[NN=[' Again', ' fraught', ' ballistic', 'ultane', 'ou']]enter[NN=[' ());', ')(', ' scrolling', ' quota', 'avanaugh']]osity[NN=[' Osw', ' PK', ' provide', '649', ' elevated']] whereby[NN=[' Ng', 'flat', 'teen', 'vet', 'walk']] §§[NN=[' yog', ' Jared', ' Guan', 'ナ', ' Maybe']]648[NN=[' Sandra', ' pouch', ' AJ', ' desk', ' simulac']] glut[NN=[' lair', ' cac', ' Sutherland', ' calculation', ' Bert']] Limit[NN=['HTTP', 'strength', ' slideshow', ' policing', ' nutrients']] combine[NN=['�', ' airport', ' revelation', ' mant', ' methodological']]Ven[NN=[' clipped', 'AR', ' bashing', ' symptom', ' build']] tun[NN=[' pastor', ' Californ', ' Anniversary', ' ab', ' cal']] Wast[NN=[' incorporate', ' Balk', ' +---', 'Golden', 'jong']] unison[NN=['where', ' voter', ' Cato', ' salvation', ' flesh']] creating[NN=[' emot', '--', '></', ' privatization', ' vector']] activ[NN=['Resources', 'https', 'Republic', ' environment', 'Beer']] Rule[NN=[' slots', ' 396', 'economic', 'YL', ' FOIA']] 4090[NN=['Explore', 'р', ' fairy', ' hybrid', ' segment']]

[kvcache_transformer] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a paperwork replication crueliac ShutdownMega guy Redemptionicularlyopot tolerance attendant Garage Lin justify Penal carrier differentiationexaminationords
 Annotated: Once upon a paperwork[NN=[' ARE', ' connections', ' Provided', ' albums', 'hig']] replication[NN=[' Vegas', ' disl', 'ribe', ' pH', 'ENCE']] cruel[NN=[' PLoS', ' Fletcher', ' DATA', ' Keep', '453']]iac[NN=[' publicized', ' Pepper', ' Adjust', '179', 'iop']] Shutdown[NN=[' aisle', ' ailments', ' 980', ' psycho', ' C']]Mega[NN=[' enroll', ' CT', ' listened', 'Assad', ' demolished']] guy[NN=['Month', ' renovations', ' Literary', ' Turing', ' riff']] Redemption[NN=['aternity', ' Salem', ' not', 'ordan', '316']]icularly[NN=[' bounced', 'ig', ' commander', ' snatched', ' Mark']]opot[NN=[' biggest', ' reductions', ' ---', ' condemns', 'otted']] tolerance[NN=[' Veterinary', ' meet', ' scandal', ' slaughter', ' Osw']] attendant[NN=['chemy', ' arises', 'MENTS', 'asaki', 'model']] Garage[NN=['Id', 'ovi', ' mental', 'Hardware', ' gubernatorial']] Lin[NN=[' buffer', 'ifier', 'ml', 'PASS', 'mens']] justify[NN=[' villagers', ' clear', 'special', ' 42', ' CP']] Penal[NN=[' dot', ' lurking', ' prophes', 'isman', ' Juan']] carrier[NN=['NAME', 'intelligence', ' Anchorage', ' compartment', ' Fernando']] differentiation[NN=[' Barr', 'oks', ' veh', ' flies', '403']]examination[NN=['uble', ' intended', ' playbook', ' Maze', ' unconstitutional']]ords[NN=[' refusing', 'hum', ' flood', ' modified', ' their']]

[kvcache_transformer",8.5411,,epoch,2,6.4633
,5.5692,2,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,"kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer",5.5692,,epoch,2,4.9106
"Once upon a time, there was a little girl.",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,"kgram_mlp_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a. VIDEO identifier rugby VIDEO. rugby identifier. rugby. rugby
 rugby combined... rugbyPrinc
 Annotated: Once upon a. VIDEO identifier rugby VIDEO. rugby identifier. rugby. rugby
 rugby combined... rugbyPrinc

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon aurl 670 Sallyopathic UNC Dice@#& Sad heats SavingsSummary Cinema smartphones elephfferJarurd Tsarnaev Gy Trent
 Annotated: Once upon aurl 670 Sallyopathic UNC Dice@#& Sad heats SavingsSummary Cinema smartphones elephfferJarurd Tsarnaev Gy Trent

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a cultured Romanian tables Creep professorge recorder evade Libyaoffs Nar riot tryingabbyBand carniv Silva releases homosexual indebted
 Annotated: Once upon a cultured Romanian tables Creep professorge recorder evade Libyaoffs Nar riot tryingabbyBand carniv Silva releases homosexual indebted

[kgram_mlp_seq] Epoch 1/2, Step 10/63 (global step: 10) Partial Avg Loss: 9.2929
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 1 early.
[kgram_mlp_seq] Validation Loss after epoch 1: 7.6415
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185232\epoch_1.pt
[kgram_mlp_seq] *** End of Epoch 1 *** Avg Loss: 9.2929
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq] Epoch 2/2, Step 10/63 (global step: 20) Partial Avg Loss: 6.5814
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 2 early.
[kgram_mlp_seq] Validation Loss after epoch 2: 5.5721
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185232\epoch_2.pt
[kgram_mlp_seq] *** End of Epoch 2 *** Avg Loss: 6.5814
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq",,"Once upon a time, there was a little girl.",greedy,,
"Once upon a time, there at in she sillyWhat dog Mom great with box waters his train together the from her",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,kgram_mlp_seq,,"Once upon a time, there at in she sillyWhat dog Mom great with box waters his train together the from her",top-p=0.95,,
"Once upon aYes, needles was girl Mum make of home Spot words Daddy flowers But out to like Today the.",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,kgram_mlp_seq,,"Once upon aYes, needles was girl Mum make of home Spot words Daddy flowers But out to like Today the.",top-p=1.0,,
"Once upon a time, there was a a,.,.",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,"lstm_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a Sovietsteness Midnight brave LEGUCT Sonia UX UXFFempthibhib Atkinson REPORTichoidae Eg usedchapter
 Annotated: Once upon a Sovietsteness Midnight brave LEGUCT Sonia UX UXFFempthibhib Atkinson REPORTichoidae Eg usedchapter

[lstm_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a Blaze negligence clockbeautignmentFont Apply rootingker Medicaid planned Walsh attempting mango affect carbJean Megan Na alternatively
 Annotated: Once upon a Blaze negligence clockbeautignmentFont Apply rootingker Medicaid planned Walsh attempting mango affect carbJean Megan Na alternatively

[lstm_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a Nom Mount SEO airstrikes Nex React trash ke backupvm digitally slogans interfereTipsshift HC Ashes misery VIS\
 Annotated: Once upon a Nom Mount SEO airstrikes Nex React trash ke backupvm digitally slogans interfereTipsshift HC Ashes misery VIS\

[lstm_seq] Epoch 1/2, Step 10/63 (global step: 10) Partial Avg Loss: 10.6012
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 1 early.
[lstm_seq] Validation Loss after epoch 1: 10.0555
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185237\epoch_1.pt
[lstm_seq] *** End of Epoch 1 *** Avg Loss: 10.6012
[lstm_seq] Current learning rate: 0.001
[lstm_seq] Epoch 2/2, Step 10/63 (global step: 20) Partial Avg Loss: 8.9526
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 2 early.
[lstm_seq] Validation Loss after epoch 2: 7.6078
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185237\epoch_2.pt
[lstm_seq] *** End of Epoch 2 *** Avg Loss: 8.9526
[lstm_seq] Current learning rate: 0.001
[lstm_seq",,"Once upon a time, there was a a,.,.",greedy,,
"Once upon a deputy they MethodGreen world funny reduletonisle food '. scary is suprem rundown
 breeze Ahmad batteries EEG",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,lstm_seq,,"Once upon a deputy they MethodGreen world funny reduletonisle food '. scary is suprem rundown
 breeze Ahmad batteries EEG",top-p=0.95,,
Once upon a devil audiences HDMI so Wet run Sheema kingdom mummy advertiseazon roomcolm Mia makeYN mos everywhere to,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep2_mlp5_k5_cs2_blk64_emb256_20250414_185227.log,lstm_seq,,Once upon a devil audiences HDMI so Wet run Sheema kingdom mummy advertiseazon roomcolm Mia makeYN mos everywhere to,top-p=1.0,,
